NO,NO,TRAIN,NAME,FROM,DEP,TO,ARR
17405,17405,17405,KRISHNA EXPRESS ,TIRUPATI       ,05:25,ADILABAD       ,06:15
17406,17406,17406,KRISHNA EXP     ,ADILABAD       ,20:45,TIRUPATI       ,21:25
17407,17407,17407,PAMANI EXPRESS  ,TIRUPATI       ,10:40,MANNARGUDI     ,22:35
17408,17408,17408,TIRUPATI EXPRESS,MANNARGUDI     ,05:30,TIRUPATI       ,16:35
17411,17411,17411,MAHALAXMI EXP   ,MUMBAI CST     ,20:23,C SHAHUMHARAJ T,07:20
17412,17412,17412,MAHALAXMI EXP   ,C SHAHUMHARAJ T,20:30,MUMBAI CST     ,07:25
17415,17415,17415,HARIPRIYA EXP   ,TIRUPATI       ,21:00,C SHAHUMHARAJ T,16:35
17416,17416,17416,HARIPRIYA EXP   ,C SHAHUMHARAJ T,11:35,TIRUPATI       ,08:50
17429,17429,17429,RAYALASEEMA EXP ,HYDERABAD DECAN,15:35,TIRUPATI       ,06:40
17430,17430,17430,RAYALASEEMA EXP ,TIRUPATI       ,16:25,HYDERABAD DECAN,08:30
17479,17479,17479,PURI TPTY EXP   ,PURI           ,12:25,TIRUPATI       ,16:35
17480,17480,17480,TPTY PURI EXP   ,TIRUPATI       ,10:35,PURI           ,14:55
17481,17481,17481,BSP TPTY EXPRES ,BILASPUR JN    ,10:05,TIRUPATI       ,16:35
17482,17482,17482,TPTY BSP EXP    ,TIRUPATI       ,10:35,BILASPUR JN    ,17:45
17487,17487,17487,TIRUMALA EXP    ,TIRUPATI       ,20:50,VISHAKAPATNAM  ,10:55
17488,17488,17488,TIRUMALA EXPRESS,VISHAKAPATNAM  ,14:00,TIRUPATI       ,05:00
17603,17603,17603,KCG YPR EXP     ,KACHEGUDA      ,21:00,YESVANTPUR JN  ,10:30
17604,17604,17604,KACHEGUDA EXP   ,YESVANTPUR JN  ,15:30,KACHEGUDA      ,05:00
17605,17605,17605,MAQ KCG EXPRESS ,MANGALORE CNTL ,20:00,KACHEGUDA      ,03:40
17606,17606,17606,KCG  MAQ  EXP   ,KACHEGUDA      ,06:00,MANGALORE CNTL ,11:20
17609,17609,17609,PNBE  PAU EXP   ,PATNA JN       ,23:10,PURNA JN       ,07:10
17610,17610,17610,PAU PNBE EXP    ,PURNA JN       ,18:10,PATNA JN       ,03:30
17613,17613,17613,PUNE NANDED EXP ,PUNE JN        ,22:00,H SAHIB NANDED ,10:00
17614,17614,17614,NED PUNE EXP    ,H SAHIB NANDED ,21:20,PUNE JN        ,09:20
17615,17615,17615,KCG MDU EXP     ,KACHEGUDA      ,06:05,MADURAI JN     ,06:45
17616,17616,17616,KACHEGUDA EXP   ,MADURAI JN     ,12:50,KACHEGUDA      ,14:05
17617,17617,17617,TAPOVAN EXPRESS ,MUMBAI CST     ,06:10,H SAHIB NANDED ,17:55
17618,17618,17618,TAPOVAN EXP     ,H SAHIB NANDED ,10:10,MUMBAI CST     ,22:05
17639,17639,17639,KCG AK EXP      ,KACHEGUDA      ,07:30,AKOLA JN       ,18:30
17640,17640,17640,AK KCG EXP      ,AKOLA JN       ,09:30,KACHEGUDA      ,20:15
17643,17643,17643,CIRCAR EXP      ,CHENNAI EGMORE ,17:20,KAKINADA PORT  ,09:40
17644,17644,17644,CIRCAR EXP      ,KAKINADA PORT  ,14:40,CHENNAI EGMORE ,06:30
17651,17651,17651,KACHEGUDA  EXP  ,CHENNAI EGMORE ,17:00,KACHEGUDA      ,07:55
17652,17652,17652,KCG MS EXP      ,KACHEGUDA      ,16:30,CHENNAI EGMORE ,07:15
17688,17688,17688,MARATHWADA EXP  ,DHARMABAD      ,04:00,MANMAD JN      ,13:10
18001,18001,18001,KANDARI EXPRESS ,HOWRAH JN      ,14:15,DIGHA FLAG STN ,17:50
18002,18002,18002,KANDARI EXPRESS ,DIGHA FLAG STN ,18:20,HOWRAH JN      ,21:50
18005,18005,18005,HWH KORAPUT EXP ,HOWRAH JN      ,21:35,JAGDALPUR      ,23:30
18006,18006,18006,KORAPUT HWH EXP ,JAGDALPUR      ,04:15,HOWRAH JN      ,06:25
18009,18009,18009,SRC AII EXPRESS ,SANTRAGACHI JN ,13:00,AJMER JN       ,05:30
18010,18010,18010,SANTRAGACHI EXP ,AJMER JN       ,19:25,SANTRAGACHI JN ,13:55
18029,18029,18029,LTT SHALIMAR EX ,LOKMANYATILAK T,21:55,SHALIMAR       ,12:15
18030,18030,18030,SHM LTT EXPRESS ,SHALIMAR       ,15:00,LOKMANYATILAK T,04:50
18047,18047,18047,AMARAVATHI EXP  ,HOWRAH JN      ,23:30,VASCO DA GAMA  ,15:00
18048,18048,18048,VSG HOWRAH EXP  ,VASCO DA GAMA  ,07:10,HOWRAH JN      ,22:25
18101,18101,18101,TATA JAT EXP    ,TATANAGAR JN   ,14:50,JAMMU TAWI     ,14:10
18103,18103,18103,JALIANWALA B EXP,TATANAGAR JN   ,21:15,AMRITSAR JN    ,06:30
18104,18104,18104,JALIANWALA B EX ,AMRITSAR JN    ,12:35,TATANAGAR JN   ,21:40
18105,18105,18105,ROU BBS INT EXP ,ROURKELA       ,05:15,BHUBANESWAR    ,13:00
18106,18106,18106,BBS ROU INT EXP ,BHUBANESWAR    ,13:40,ROURKELA       ,21:30
18107,18107,18107,ROU KRPU EXPRESS,ROURKELA       ,18:10,KORAPUT        ,07:45
18108,18108,18108,KRPU ROU EXPRESS,KORAPUT        ,16:30,ROURKELA       ,06:50
18109,18109,18109,ROU MURI JAT EXP,ROURKELA       ,11:35,JAMMU TAWI     ,14:10
18110,18110,18110,JAT MURI ROU EXP,JAMMU TAWI     ,14:30,ROURKELA       ,14:05
18181,18181,18181,TATA CPR EXP    ,TATANAGAR JN   ,21:35,CHHAPRA        ,16:20
18182,18182,18182,CPR TATA EXP    ,CHHAPRA        ,12:50,TATANAGAR JN   ,06:40
18183,18183,18183,TATA  DNR EXP   ,TATANAGAR JN   ,08:15,DANAPUR        ,19:22
18184,18184,18184,DNR TATA EXP    ,DANAPUR        ,06:00,TATANAGAR JN   ,16:50
18189,18189,18189,TATA ALLP EXP   ,TATANAGAR JN   ,15:45,ALLEPPEY       ,20:20
18191,18191,18191,UTSARG EXP      ,CHHAPRA        ,19:05,FARRUKHABAD    ,12:20
18192,18192,18192,UTSARG EXP      ,FARRUKHABAD    ,13:35,CHHAPRA        ,08:35
18201,18201,18201,DURG NTV EXP    ,DURG           ,19:40,NAUTANWA       ,22:20
18202,18202,18202,NTV DURG EXP    ,NAUTANWA       ,10:50,DURG           ,14:20
18203,18203,18203,BETWA EXPRESS   ,DURG           ,19:40,KANPUR CENTRAL ,13:05
18204,18204,18204,BETWA EXPRESS   ,KANPUR CENTRAL ,18:20,DURG           ,13:10
18205,18205,18205,DURG NTV EXP    ,DURG           ,19:40,NAUTANWA       ,22:20
18206,18206,18206,NTV DURG EXP    ,NAUTANWA       ,07:50,DURG           ,13:10
18207,18207,18207,DURG AII EXP    ,DURG           ,16:00,AJMER JN       ,18:15
18208,18208,18208,AII DURG EXP    ,AJMER JN       ,19:30,DURG           ,22:15
18209,18209,18209,DRZ R EXPRESS   ,DALLI RAJHARA  ,08:10,RAIPUR JN      ,11:50
18210,18210,18210,R DRZ EXPRESS   ,RAIPUR JN      ,18:40,DALLI RAJHARA  ,22:15
18211,18211,18211,DURG JDB EXP    ,DURG           ,12:45,JAGDALPUR      ,04:40
18212,18212,18212,JDB DURG EXP    ,JAGDALPUR      ,12:30,DURG           ,05:25
18213,18213,18213,DURG JP EXP     ,DURG           ,16:00,JAIPUR         ,15:50
18214,18214,18214,JP DURG EXP     ,JAIPUR         ,21:40,DURG           ,22:15
18215,18215,18215,DURG JAT EXPRESS,DURG           ,09:00,JAMMU TAWI     ,21:10
18216,18216,18216,JAT DURG EXP    ,JAMMU TAWI     ,05:00,DURG           ,19:10
18233,18233,18233,NARMADA EXPRESS ,INDORE JN BG   ,17:15,BILASPUR JN    ,17:25
18234,18234,18234,NARMADA EXP PSG ,BILASPUR JN    ,09:55,INDORE JN BG   ,11:00
18237,18237,18237,CHATTISGARH EXP ,BILASPUR JN    ,14:15,AMRITSAR JN    ,08:10
18238,18238,18238,CHHATISGARH EXP ,AMRITSAR JN    ,16:15,BILASPUR JN    ,12:20
18239,18239,18239,GAD NGP EXP     ,GEVRA ROAD     ,17:45,NAGPUR         ,05:30
18240,18240,18240,NGP BILASPUR EX ,NAGPUR         ,23:35,BILASPUR JN    ,07:05
18301,18301,18301,SBP RGDA EXPRESS,SAMBALPUR      ,06:30,RAYAGADA       ,13:20
18302,18302,18302,RGDA SBP EXPRESS,RAYAGADA       ,14:30,SAMBALPUR      ,20:45
18303,18303,18303,SBP PURI INT EXP,SAMBALPUR      ,06:05,PURI           ,12:55
18304,18304,18304,PURI SBP INT EXP,PURI           ,15:25,SAMBALPUR      ,22:10
18309,18309,18309,NAGAVALI EXPRESS,SAMBALPUR      ,08:50,H SAHIB NANDED ,14:35
18310,18310,18310,NAGAWALI  EXP   ,H SAHIB NANDED ,16:15,SAMBALPUR      ,20:00
18311,18311,18311,SBP BSB EXPRESS ,SAMBALPUR      ,13:05,VARANASI JN    ,08:55
18312,18312,18312,BSB SBP EXPRESS ,VARANASI JN    ,14:50,SAMBALPUR      ,11:15
18401,18401,18401,PURI OKHA EXP   ,PURI           ,08:55,OKHA           ,13:55
18402,18402,18402,OKHA PURI EXP   ,OKHA           ,07:45,PURI           ,10:45
18403,18403,18403,CKP BBN INT EXP ,CHAKRADHARPUR  ,06:20,BARABIL        ,08:55
18404,18404,18404,BBN CKP INT EXP ,BARABIL        ,17:15,CHAKRADHARPUR  ,20:10
18405,18405,18405,PURI  ADI EXP   ,PURI           ,18:20,AHMEDABAD JN   ,07:25
18406,18406,18406,ADI PURI EXP    ,AHMEDABAD JN   ,18:00,PURI           ,09:25
18407,18407,18407,PURI SNSI EXP   ,PURI           ,22:15,SAINAGAR SHIRDI,08:25
18408,18408,18408,SNSI PURI EXP   ,SAINAGAR SHIRDI,13:00,PURI           ,23:00
18409,18409,18409,SRIJAGANNATHEXP ,HOWRAH JN      ,19:00,PURI           ,04:45
18410,18410,18410,SRIJAGANNATH EXP,PURI           ,22:30,HOWRAH JN      ,08:10
18411,18411,18411,INTER CITY EXP  ,BHUBANESWAR    ,07:00,VISHAKAPATNAM  ,14:55
18412,18412,18412,INTER CITY EXP  ,VISHAKAPATNAM  ,15:20,BHUBANESWAR    ,23:55
18415,18415,18415,BBN PURI EXP    ,BARABIL        ,09:25,PURI           ,20:25
18416,18416,18416,PURI KDJR EXP   ,PURI           ,06:15,BARABIL        ,16:45
18417,18417,18417,RAJYA RANI EXP  ,ROURKELA       ,21:20,BHUBANESWAR    ,07:15
18418,18418,18418,RAJYA RANI EXP  ,BHUBANESWAR    ,23:05,ROURKELA       ,08:30
18419,18419,18419,PURI DBG JYG EX ,PURI           ,13:45,JAYNAGAR       ,13:30
18420,18420,18420,JYG DBG PURI EX ,JAYNAGAR       ,04:45,PURI           ,03:20
18421,18421,18421,PURI AJMER EXP  ,PURI           ,21:25,AJMER JN       ,21:00
18422,18422,18422,AII PURI EXP    ,AJMER JN       ,16:00,PURI           ,18:45
18425,18425,18425,PURI DURG EXP   ,PURI           ,17:15,DURG           ,09:45
18426,18426,18426,DURG PURI EXP   ,DURG           ,16:10,PURI           ,09:40
18437,18437,18437,BBS BWIP LINK EX,BHUBANESWAR    ,19:35,JUNAGARH ROAD  ,09:15
18438,18438,18438,BWIP BBS LINK EX,JUNAGARH ROAD  ,18:15,BHUBANESWAR    ,08:25
18447,18447,18447,HIRAKHAND EXP   ,BHUBANESWAR    ,19:35,JAGDALPUR      ,13:30
18448,18448,18448,HIRAKHAND EXP   ,JAGDALPUR      ,14:30,BHUBANESWAR    ,08:25
18449,18449,18449,B NATH DHAM EXP ,PURI           ,13:45,PATNA JN       ,10:00
18450,18450,18450,B NATH DHAM EXP ,PATNA JN       ,08:55,PURI           ,03:20
18451,18451,18451,TAPASWINI EXPRES,HATIA          ,15:55,PURI           ,07:15
18452,18452,18452,TAPASWINI EXPRES,PURI           ,20:35,HATIA          ,11:40
18463,18463,18463,PRASANTHI EXP   ,BHUBANESWAR    ,05:30,BANGALORE CY JN,12:05
18464,18464,18464,PRASANTHI EXP   ,BANGALORE CY JN,14:00,BHUBANESWAR    ,20:50
18473,18473,18473,PURI JU EXPRESS ,PURI           ,13:30,JODHPUR JN     ,12:00
18474,18474,18474,JU PURI EXPRESS ,JODHPUR JN     ,14:15,PURI           ,12:20
18477,18477,18477,UTKAL EXPRESS   ,PURI           ,20:55,HARIDWAR JN    ,20:30
18478,18478,18478,KALINGAUTKALEXP ,HARIDWAR JN    ,06:00,PURI           ,07:00
18495,18495,18495,BHUBANESWAR EXP ,RAMESWARAM     ,08:00,BHUBANESWAR    ,18:45
18496,18496,18496,BBS RMM EXPRESS ,BHUBANESWAR    ,12:00,RAMESWARAM     ,23:55
18501,18501,18501,VSKP GIMB EXP   ,VISHAKAPATNAM  ,17:35,GANDHIDHAM BG  ,09:50
18502,18502,18502,GIMB VSKP EXP   ,GANDHIDHAM BG  ,22:45,VISHAKAPATNAM  ,14:35
18503,18503,18503,VSKP  SNSI   EXP,VISHAKAPATNAM  ,09:10,SAINAGAR SHIRDI,12:15
18504,18504,18504,SNSI VSKP EXP   ,SAINAGAR SHIRDI,19:10,VISHAKAPATNAM  ,22:20
18507,18507,18507,VSKP ASR HKG EX ,VISHAKAPATNAM  ,23:50,AMRITSAR JN    ,23:55
18508,18508,18508,HIRAKUND EXP    ,AMRITSAR JN    ,23:45,VISHAKAPATNAM  ,23:50
18509,18509,18509,VSKP NED EXPRES ,VISHAKAPATNAM  ,19:30,H SAHIB NANDED ,14:35
18510,18510,18510,NED VSKP EXP    ,H SAHIB NANDED ,16:15,VISHAKAPATNAM  ,10:15
18515,18515,18515,TATA VSKP EXP   ,TATANAGAR JN   ,13:00,VISHAKAPATNAM  ,04:40
18516,18516,18516,VSKP TATA EXP   ,VISHAKAPATNAM  ,17:45,TATANAGAR JN   ,10:45
18517,18517,18517,KRBA VSKP EXP   ,KORBA          ,16:30,VISHAKAPATNAM  ,07:50
18518,18518,18518,VSKP KRBA EXPRES,VISHAKAPATNAM  ,20:00,KORBA          ,11:00
18519,18519,18519,VSKP LTT EXPRESS,VISHAKAPATNAM  ,23:30,LOKMANYATILAK T,04:40
18520,18520,18520,LTT VSKP EXP    ,LOKMANYATILAK T,06:55,VISHAKAPATNAM  ,11:15
18567,18567,18567,VSKP QLN EXP    ,VISHAKAPATNAM  ,09:00,KOLLAM JN      ,14:10
18568,18568,18568,QLN  VSKP EXP   ,KOLLAM JN      ,21:00,VISHAKAPATNAM  ,01:35
18573,18573,18573,VSKP BGKT EXP   ,VISHAKAPATNAM  ,05:35,BHAGAT KI KOTHI,22:45
18574,18574,18574,BGKT VSKP EXP   ,BHAGAT KI KOTHI,14:15,VISHAKAPATNAM  ,08:20
18603,18603,18603,RNC BGP EXPRESS ,RANCHI         ,15:10,BHAGALPUR      ,03:45
18604,18604,18604,BGP RNC EXPRESS ,BHAGALPUR      ,16:55,RANCHI         ,05:35
18605,18605,18605,RNC  JYG  EXP   ,RANCHI         ,20:40,JAYNAGAR       ,11:35
18606,18606,18606,JYG RNC EXPRESS ,JAYNAGAR       ,19:50,RANCHI         ,10:20
18609,18609,18609,RNC LTT EXPRESS ,RANCHI         ,21:05,LOKMANYATILAK T,12:05
18610,18610,18610,RANCHI EXPRESS  ,LOKMANYATILAK T,15:50,RANCHI         ,07:25
18611,18611,18611,RNC BSB EXPRESS ,RANCHI         ,20:10,VARANASI JN    ,08:55
18612,18612,18612,BSB RNC EXPRESS ,VARANASI JN    ,14:50,RANCHI         ,04:15
18615,18615,18615,HWH HATIA EXP   ,HOWRAH JN      ,22:15,HATIA          ,07:35
18616,18616,18616,HTE RNC HWH EXP ,HATIA          ,21:10,HOWRAH JN      ,06:35
18619,18619,18619,RNC DUMK EXP    ,RANCHI         ,21:25,DUMKA          ,07:05
18620,18620,18620,DUMK RNC EXPRESS,DUMKA          ,18:45,RANCHI         ,04:00
18621,18621,18621,PATLIPUTRA EXP  ,PATNA JN       ,15:25,HATIA          ,05:05
18622,18622,18622,PATLIPUTRA EXP  ,HATIA          ,22:05,PATNA JN       ,12:25
18623,18623,18623,RJPB HATIA EXP  ,RAJENDRANAGAR T,21:20,HATIA          ,08:45
18624,18624,18624,HTE RJPB EXP    ,HATIA          ,19:05,RAJENDRANAGAR T,06:55
18625,18625,18625,PNBE HTE EXPRESS,PATNA JN       ,11:40,HATIA          ,21:00
18626,18626,18626,HTE PNBE EXP    ,HATIA          ,06:10,PATNA JN       ,15:40
18627,18627,18627,HWH RNC INT EXP ,HOWRAH JN      ,14:25,RANCHI         ,22:10
18628,18628,18628,RNC HWH INT EXP ,RANCHI         ,05:45,HOWRAH JN      ,13:50
18631,18631,18631,RNC GARIBNWAZ EX,RANCHI         ,20:10,AJMER JN       ,05:20
18632,18632,18632,RNC GARIB NAWAZ ,AJMER JN       ,19:30,RANCHI         ,04:15
18637,18637,18637,HTE YPR EXP     ,HATIA          ,18:15,YESVANTPUR JN  ,05:00
18638,18638,18638,YPR HATIA EXP   ,YESVANTPUR JN  ,00:30,HATIA          ,13:30
18645,18645,18645,EAST COAST EXP  ,HOWRAH JN      ,11:45,HYDERABAD DECAN,18:30
18646,18646,18646,EAST COAST EXP  ,HYDERABAD DECAN,10:00,HOWRAH JN      ,16:10
19005,19005,19005,SAURASHTRA MAIL ,MUMBAI CENTRAL ,20:25,OKHA           ,15:45
19006,19006,19006,SAURASHTRA MAIL ,OKHA           ,12:25,MUMBAI CENTRAL ,07:10
19011,19011,19011,GUJARAT EXPRESS ,MUMBAI CENTRAL ,05:45,AHMEDABAD JN   ,14:55
19012,19012,19012,GUJARAT EXPRESS ,AHMEDABAD JN   ,07:00,MUMBAI CENTRAL ,16:25
19017,19017,19017,SAU JANATA EXP  ,BANDRA TERMINUS,17:35,JAMNAGAR       ,09:30
19018,19018,19018,SAU JANATA EXP  ,JAMNAGAR       ,13:40,BANDRA TERMINUS,05:40
19019,19019,19019,DEHRADUN EXP    ,BANDRA TERMINUS,00:05,DEHRADUN       ,17:35
19020,19020,19020,DEHRADUN EXP    ,DEHRADUN       ,10:35,BANDRA TERMINUS,04:20
19023,19023,19023,FZR JANATA EXP  ,MUMBAI CENTRAL ,07:25,FIROZPUR CANT  ,22:20
19024,19024,19024,FZR BCT JANTA   ,FIROZPUR CANT  ,05:10,MUMBAI CENTRAL ,20:10
19025,19025,19025,MAHUVA EXPRESS  ,SURAT          ,05:30,MAHUVA JN      ,17:06
19026,19026,19026,SURAT EXPRESS   ,MAHUVA JN      ,19:20,SURAT          ,07:15
19027,19027,19027,VIVEK EXPRESS   ,BANDRA TERMINUS,12:05,JAMMU TAWI     ,01:15
19028,19028,19028,VIVEK EXPRESS   ,JAMMU TAWI     ,09:30,BANDRA TERMINUS,22:25
19029,19029,19029,BDTS DEE EXPRESS,BANDRA TERMINUS,12:25,DELHI S ROHILLA,13:20
19030,19030,19030,DEE BDTS EXP    ,DELHI S ROHILLA,15:50,BANDRA TERMINUS,17:10
19031,19031,19031,HARIDWAR MAIL   ,AHMEDABAD JN   ,10:05,HARIDWAR JN    ,12:10
19033,19033,19033,GUJARAT QUEEN   ,VALSAD         ,04:05,AHMEDABAD JN   ,10:15
19034,19034,19034,GUJARAT QUEEN   ,AHMEDABAD JN   ,18:10,VALSAD         ,00:15
19037,19037,19037,AVADH EXPRESS   ,BANDRA TERMINUS,22:40,GORAKHPUR JN   ,13:40
19038,19038,19038,AVADH EXPRESS   ,GORAKHPUR JN   ,13:20,BANDRA TERMINUS,04:35
19039,19039,19039,AVADH EXPRESS   ,BANDRA TERMINUS,22:40,MUZAFFARPUR JN ,21:50
19040,19040,19040,AVADH EXPRESS   ,MUZAFFARPUR JN ,06:00,BANDRA TERMINUS,04:35
19045,19045,19045,TAPTI GANGA EXP ,SURAT          ,09:35,CHHAPRA        ,18:35
19046,19046,19046,TAPTI GANGA EXP ,CHHAPRA        ,09:00,SURAT          ,18:50
19047,19047,19047,ST BHAGALPUR EX ,SURAT          ,09:35,BHAGALPUR      ,19:10
19048,19048,19048,BGP SURAT EXP   ,BHAGALPUR      ,09:15,SURAT          ,18:50
19049,19049,19049,BDTS PATNA EXP  ,BANDRA TERMINUS,15:45,PATNA JN       ,03:30
19050,19050,19050,PNBE BDTS EXP   ,PATNA JN       ,23:10,BANDRA TERMINUS,09:20
19051,19051,19051,SHRAMIK EXPRESS ,VALSAD         ,19:40,MUZAFFARPUR JN ,07:15
19052,19052,19052,BL SHRAMIK EXP  ,MUZAFFARPUR JN ,19:35,VALSAD         ,05:20
19053,19053,19053,ST MFP EXPRESS  ,SURAT          ,05:30,MUZAFFARPUR JN ,04:30
19054,19054,19054,MFP ST EXPRESS  ,MUZAFFARPUR JN ,19:35,SURAT          ,17:05
19055,19055,19055,BL JODHPUR EXP  ,VALSAD         ,22:40,JODHPUR JN     ,14:30
19056,19056,19056,JU BL EXPRESS   ,JODHPUR JN     ,16:30,VALSAD         ,09:25
19057,19057,19057,UDN VARANASI EXP,UDHNA JN       ,21:05,VARANASI JN    ,01:10
19058,19058,19058,BSB UDN EXP     ,VARANASI JN    ,05:20,UDHNA JN       ,11:45
19059,19059,19059,JAMNAGAR INTCITY,SURAT          ,13:30,JAMNAGAR       ,00:20
19060,19060,19060,SURAT INTERCITY ,JAMNAGAR       ,04:45,SURAT          ,14:45
19061,19061,19061,RAMNAGAR EXPRESS,BANDRA TERMINUS,05:10,RAMNAGAR       ,21:50
19062,19062,19062,RMR BDTS EXP    ,RAMNAGAR       ,06:20,BANDRA TERMINUS,22:25
19063,19063,19063,BDTS JSM EXP    ,BANDRA TERMINUS,14:35,JAISALMER      ,13:15
19064,19064,19064,JSM BDTS EXP    ,JAISALMER      ,18:30,BANDRA TERMINUS,17:35
19065,19065,19065,BDTS JODHPUR EXP,BANDRA TERMINUS,23:25,JODHPUR JN     ,17:10
19066,19066,19066,BGKT BDTS EXP   ,BHAGAT KI KOTHI,19:30,BANDRA TERMINUS,12:45
19105,19105,19105,HARIDWAR MAIL   ,AHMEDABAD JN   ,10:05,HARIDWAR JN    ,12:10
19106,19106,19106,HW  ADI MAIL    ,HARIDWAR JN    ,15:10,AHMEDABAD JN   ,16:55
19107,19107,19107,JANMABHOOMI  EXP,AHMEDABAD JN   ,08:05,UDHAMPUR       ,17:20
19108,19108,19108,JANMABHOOMI EXP ,UDHAMPUR       ,20:50,AHMEDABAD JN   ,07:00
19109,19109,19109,GUJARAT QUEEN   ,VALSAD         ,04:05,AHMEDABAD JN   ,10:15
19110,19110,19110,GUJARAT QUEEN   ,AHMEDABAD JN   ,18:10,VALSAD         ,00:15
19115,19115,19115,BDTS BHUJ EXP   ,BANDRA TERMINUS,14:50,BHUJ           ,07:25
19116,19116,19116,BHUJ BDTS EXP   ,BHUJ           ,22:15,BANDRA TERMINUS,14:05
19131,19131,19131,KUTCH EXPRESS   ,BANDRA TERMINUS,17:10,BHUJ           ,09:25
19132,19132,19132,KUTCH EXPRESS   ,BHUJ           ,19:50,BANDRA TERMINUS,11:25
19143,19143,19143,LOK SHAKTI EXP  ,BANDRA TERMINUS,19:40,AHMEDABAD JN   ,04:35
19144,19144,19144,LOK SHAKTI EXP  ,AHMEDABAD JN   ,21:05,BANDRA TERMINUS,05:55
19165,19165,19165,SABARMATI EXP   ,AHMEDABAD JN   ,20:50,DARBHANGA JN   ,19:15
19166,19166,19166,SABARMATI EXP   ,DARBHANGA JN   ,04:30,AHMEDABAD JN   ,04:00
19167,19167,19167,SABARMATI EXP   ,AHMEDABAD JN   ,20:50,VARANASI JN    ,09:50
19168,19168,19168,SABARMATI EXP   ,VARANASI JN    ,13:55,AHMEDABAD JN   ,04:00
19201,19201,19201,SC PBR  EXP     ,SECUNDERABAD JN,15:00,PORBANDAR      ,00:10
19202,19202,19202,PBR SC EXPRESS  ,PORBANDAR      ,23:55,SECUNDERABAD JN,10:30
19215,19215,19215,SAURASHTRA EXP  ,MUMBAI CENTRAL ,08:20,PORBANDAR      ,05:50
19216,19216,19216,SAURASHTRA EXP  ,PORBANDAR      ,21:05,MUMBAI CENTRAL ,19:15
19221,19221,19221,SOMNATH EXPRESS ,AHMEDABAD JN   ,22:00,VERAVAL        ,06:25
19222,19222,19222,SOMNATH EXPRESS ,VERAVAL        ,19:35,AHMEDABAD JN   ,03:55
19223,19223,19223,ADI JAT EXPRESS ,AHMEDABAD JN   ,11:20,JAMMU TAWI     ,19:35
19224,19224,19224,JAT ADI EXPRESS ,JAMMU TAWI     ,07:40,AHMEDABAD JN   ,15:00
19225,19225,19225,BTI JAT EXP     ,BHATINDA JN    ,18:40,JAMMU TAWI     ,06:15
19226,19226,19226,JAT BTI EXP     ,JAMMU TAWI     ,21:25,BHATINDA JN    ,09:35
19251,19251,19251,SMNH OKHA EXP   ,SOMNATH        ,23:00,OKHA           ,08:20
19252,19252,19252,OKHA SOMNATH EXP,OKHA           ,20:05,SOMNATH        ,05:20
19259,19259,19259,KCVL BVC EXPRESS,KOCHUVELI      ,15:35,BHAVNAGAR TRMUS,13:10
19260,19260,19260,BVC KCVL EXP    ,BHAVNAGAR TRMUS,05:25,KOCHUVELI      ,02:45
19261,19261,19261,PORBANDAR EXP   ,KOCHUVELI      ,11:00,PORBANDAR      ,09:10
19262,19262,19262,KOCHUVELI EXP   ,PORBANDAR      ,18:20,KOCHUVELI      ,15:15
19263,19263,19263,DELHI SR EXPRESS,PORBANDAR      ,15:10,DELHI S ROHILLA,19:40
19264,19264,19264,DEE PORBNDR EXP ,DELHI S ROHILLA,08:20,PORBANDAR      ,12:55
19269,19269,19269,PBR MOTIHARI EXP,PORBANDAR      ,15:10,MUZAFFARPUR JN ,18:10
19270,19270,19270,PBR EXPRESS     ,MUZAFFARPUR JN ,15:00,PORBANDAR      ,17:20
19301,19301,19301,YESHVANTPUR EXP ,INDORE JN BG   ,20:55,YESVANTPUR JN  ,11:15
19302,19302,19302,YPR  INDB EXP   ,YESVANTPUR JN  ,13:30,INDORE JN BG   ,05:15
19307,19307,19307,CHANDIGARH EXP  ,INDORE JN BG   ,05:35,CHANDIGARH     ,06:45
19308,19308,19308,CDG  INDB  EXP  ,CHANDIGARH     ,19:10,INDORE JN BG   ,17:35
19309,19309,19309,GNC INDORE EXP  ,GANDHINAGAR CAP,18:25,INDORE JN BG   ,06:30
19310,19310,19310,INDORE GNC EXP  ,INDORE JN BG   ,22:45,GANDHINAGAR CAP,10:00
19311,19311,19311,PUNE INDORE EXP ,PUNE JN        ,15:20,INDORE JN BG   ,09:50
19312,19312,19312,IND PUNE EXPRES ,INDORE JN BG   ,14:30,PUNE JN        ,08:10
19313,19313,19313,INDB PATNA EXP  ,INDORE JN BG   ,14:00,PATNA JN       ,16:40
19314,19314,19314,INDORE EXPRESS  ,RAJENDRANAGAR T,11:10,INDORE JN BG   ,15:20
19321,19321,19321,INDB RJPB EXP   ,INDORE JN BG   ,14:00,RAJENDRANAGAR T,17:05
19322,19322,19322,RJPB INDB EXPRES,RAJENDRANAGAR T,11:10,INDORE JN BG   ,15:20
19323,19323,19323,INTERCITY EXP   ,INDORE JN BG   ,06:45,HABIBGANJ      ,10:55
19324,19324,19324,INDB INTERCITY  ,HABIBGANJ      ,17:10,INDORE JN BG   ,21:20
19325,19325,19325,IND AMRITSAR EXP,INDORE JN BG   ,15:00,AMRITSAR JN    ,21:00
19326,19326,19326,ASR INDB EXPRESS,AMRITSAR JN    ,23:15,INDORE JN BG   ,03:00
